Geolocation,Commodity,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December
..REGION I (ILOCOS REGION),Ampalaya [Bitter gourd],24.7,20.43,15.95,18.97,18.63,27.39,31.21,27.94,20.44,28.93,32.69,33.79,30.7,32.86,31.1,27.27,31.22,34,39.08,41.22,44,62,41.08,33.67,33.74,30.43,23.99,34.18,32.48,34.85,34.49,50.25,46.56,46.25,33.16,22.86,33.81,39.4,29.29,28.31,30.56,36.48,34.55,28.53,39.5,31.14,32.43,38.23,29.62,26.76,28.8,35.97,22.83,25.35,38.88,36.89,25.23,24.85,25.78,31.76,52.75,39.05,42.91,34.13,33.62,31.42,50.39,39,36.89,49.61,73.77,37.43,52,30.25,28.8,25.74,29.8,39.15,37.38,33.2,42.1,58.42,58.05,43.83,34.05,31.8,26.06,30.72,30.2,36.36,23.95,33,35.46,41.6,38.54,42.77,41.69,45.17,38.57,26.8,42.23,58.77,60.15,53.12,58.75,45.46,43,..,43.31,32.8,31.46,33,33.06,25,27,29.23,35,..,39.92,50.25,35.5,33.83,35.62,34,34,34.87,27.7,37.25,42.79,43.31,72.67,78.86,66.75,46.25,36.85,30,29.5,43.08,53.46,59,40.08,34.66,29.94,29.87,38.58,35.03,38.29,42.12,40.43,47.02,37.94,32.72,35.17,42.33,47.75,38.1
..REGION I (ILOCOS REGION),Ampalaya [Bitter gourd] Native Variety,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.47,29.07,30.2,36.37,23.42,29.22,40.07,42.75,27.71,25.69,35.11,34.67,42.08,41.3,40.45,21.04,26.54,27.03,54.76,43.39,41.19,53.74,75.55,48.26,57.33,37.75,30.58,25.31,29.4,38.12,39.65,35.02,44.59,53.08,50.63,35.93,37.25,35.35,26.07,26.8,33.6,37.14,24.05,33.4,37.62,37.11,37.62,51.45,41.69,47.58,39.83,25.4,..,..,47.08,53.38,59,46.69,43,..,53.15,29.74,27.69,32,32,22,38.92,34.23,36,..,43.23,53.75,39.33,37,31.23,30.69,33,35.68,31.67,28.97,28.8,43.38,80.08,75.21,58,40.25,31.15,17.86,22.5,30.38,51.54,49.58,42.62,46,38.23,48.06,51.93,56,53.2,46.83,35.25,49.62,34.55,29.91,33.36,42.58,55.83,56.43
..REGION I (ILOCOS REGION),Chayote,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Cucumber,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"Eggplant long, purple",19.65,15.1,4.71,13.3,11.13,11.34,13.21,11.74,8.7,18.7,26.53,14.81,37.63,28.16,17.23,21.54,21.45,26,36.25,19.77,21.62,38.16,50.51,45.89,28.31,20.38,16.71,16.27,16.91,21.08,17.88,41.18,16.92,39.88,44.61,25.38,23.23,20.93,17.8,16.09,13.44,15.04,19.2,22.35,18.9,23.56,28.59,31.1,33.54,20.15,20.5,16.88,19.79,16.85,32.95,28.18,27.35,29.54,25.11,28.67,26.42,16.8,17.62,15.02,15.86,18.28,54.76,31.85,37.4,34.89,53.15,38.74,36.9,39.25,35,15.51,19.07,25.03,19.13,27,33.87,37.3,31.06,50.57,32.25,24.17,21.86,18.94,19.52,29.94,17.45,25.26,23.8,30.65,46.23,42.85,34.85,30.08,20.48,18.5,44.54,57.85,53.54,44.18,59.75,44.38,40.79,..,31.91,18.72,17,17.15,31,27,23,18.85,30.5,..,63.08,46.75,42,32.92,36.62,32,23.69,23.48,20.04,22.37,22.16,26.15,43.33,46.64,56,40.45,37.54,22.5,24.23,19.35,35.38,40.77,35.08,37.48,31.82,28.41,25.4,22.4,20.77,23.88,34.26,35.94,28.37,23.66,23.21,32.78,47,46
..REGION I (ILOCOS REGION),"Eggplant native, round",25.99,20.55,6.18,13.39,11.69,12.62,13.68,11.32,9.85,19.85,47.83,22.88,55.22,38.67,23.79,24.84,22.52,28,49.67,28.67,34.58,59.2,58.09,56.55,29.67,22.34,16.79,19.52,19.29,23.37,27.39,43.24,20.96,41.04,48.15,26.19,27.02,22.25,18.95,18.25,15.71,17.69,22.75,23.11,22.25,26.63,36.24,32.29,33.43,22.93,22.95,23.03,19.73,24.2,40.96,33.63,31.48,29.12,34.73,31.29,..,22.56,19.6,16.89,20.62,17.8,36.63,43.39,38.18,34.89,75.55,38.68,46.58,42,31.72,19.86,23,31.85,24.42,37.57,41.06,32.67,36.52,54.92,34.75,28.6,24,22.18,20.45,29.43,18.05,25.4,28.25,29.06,44.36,53.6,34.42,44.67,27.15,22.9,..,..,..,..,61.58,44.15,41.64,..,31.74,16.62,17,17,23,21,26.38,23.85,34.75,..,51.15,63.25,36.67,33,30.31,28,28,26.38,26.69,32.68,22.14,44.23,59.25,72.79,63,55.75,40.54,33.29,21.92,22.46,45.38,75.23,54,47.42,43.68,56,43.67,38.73,46.96,43.42,36.74,39.69,43.15,41.52,40.6,53.67,82.83,63
..REGION I (ILOCOS REGION),Jackfruit Green [Vegetable],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Okra,8.82,12.57,15.99,17.89,17.11,15.18,11.45,7.74,9.22,20,40.67,13.95,22.76,15.29,12.46,13.4,26.37,17,12.16,11.95,14.75,38.6,34.08,28.74,14.29,13.28,9.77,22.92,17.34,10.59,9.48,22.88,25.14,29.62,24.35,13.52,15.25,15.06,24.45,13.6,10.68,9.6,11.65,12.73,18.05,18.6,15.7,12.25,11.2,12.04,22.3,27.92,14.44,11.2,14.94,16.07,12.91,16.55,21.29,30.09,23.78,20.15,26.13,23.93,23.04,12,27.21,16,15.09,30.11,31.38,23.51,23.88,25.63,21.35,12.63,18.33,23.73,14.15,16.56,17.39,27.2,21.26,20.66,15,15.53,14.44,14.04,13.94,13.33,15.35,15.14,16.8,17.77,15.14,18.35,16.8,35.45,21.08,16.2,15.58,43.23,29.23,36.06,35,24.48,20.36,..,22.38,23,23,23,22.82,18,18,15.09,38.83,..,42.62,32.75,23,23,20.38,19,24.69,24.25,17.99,16.53,21.53,52.54,65,60,38.75,20.15,18.71,13.07,15,19.23,28.92,33.05,18.68,22.37,24.52,48.07,41.35,27.6,19.6,16.83,22.6,25.18,20.26,14.49,20.54,34.43,30.9,37
..REGION I (ILOCOS REGION),"Patola [Dishrag gourd], native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Squash,10.79,11.71,7.55,11.09,10.42,8.68,12.62,11.91,10.3,15,10.38,12.27,11.25,16.55,14.09,9.72,8.78,12,12.5,17.83,22.41,16.96,12.59,14.3,12.24,9.97,9.67,9.89,8.67,8.95,8.27,12.6,19.19,18.47,14.6,11.48,12.62,14.77,14.05,14.04,12.89,10.36,8.8,11.72,11.41,13.3,15.87,13.07,13.11,12.91,7.9,7.43,11.47,10.95,17.85,12.45,13.78,13.92,14.65,12.29,11,21.9,18,19.98,17.1,12.32,33.71,19.05,15.4,15.05,15.27,18.52,26.45,20.1,14.93,11.88,23,17.08,14.64,16.38,19.74,17.15,18.57,16.29,13.1,15.17,11.17,11.84,9.75,9.31,10.58,15.47,24.35,18.95,18.52,17.38,17.8,19.87,14.47,16.4,10.88,27,20.69,35.47,24.8,20.03,11.03,..,23.92,16.52,15.23,16.3,22,22,22,22,22,..,24.2,21.85,19.25,23,22,22,22,17.97,15.97,16.33,11.97,11.2,16.25,26.4,37.42,38,13.18,8.06,10.7,15.31,26.92,31.95,29.94,30.43,28.97,24.47,22.78,29.15,32.01,27.73,25.15,29.54,33.78,30.62,27.91,26.38,27.23,25.9
..REGION I (ILOCOS REGION),Tomato,14.12,14.43,4.62,14.7,16.6,25.25,32.85,38.26,30.53,30,16.58,33.77,30.55,22.18,11.03,8.61,9.12,11,18.33,26.77,28.83,32.82,64.1,33.25,14.13,7.66,16.19,36.62,37.26,27.75,20.05,19.03,28.05,32.53,25.52,8.14,12.72,14.63,11.3,10.11,17.18,31.77,48.8,54.94,43.95,34.91,31.27,28.27,18.7,11.33,5.67,10.03,13.39,14.4,24.57,29.96,29.49,38.94,30.67,18.76,26.92,13.3,13.15,14.36,15.06,25.1,15.57,29.45,18.38,26.25,48.45,94.65,37.45,22.1,7.92,10.92,21.87,19.88,32.27,28.85,37.37,36,32.38,30.41,26.25,12.78,10.26,16.18,27.26,22.46,18.45,19.91,25.78,34.6,34.54,16.97,22.69,13.05,16.07,18.15,22.62,45.77,35.85,47.59,66,32.38,29.64,..,12.35,14.48,12,17.63,32.46,32,32,27.85,28.5,..,24.54,23.05,18,18,17,16.69,17.85,13.35,19.96,42.25,42,56.69,59,79.14,55,22.5,10.54,7.14,15,21.54,40.85,45.15,28.09,19.48,18.82,18.26,18.27,17.37,36.89,50.75,56.54,33.91,19.69,20.62,34.07,42.92,43.75,37.67
..REGION I (ILOCOS REGION),"Tomato, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Upo [Bottle gourd],9.38,8.8,12.23,13.96,20.41,17,21.15,18.82,17.29,25,16.2,15.59,12.45,9.97,10.87,..,..,..,..,..,..,..,..,..,11.42,9.27,12.8,26.14,18,21.53,26.2,23.08,23.18,20.87,16.43,11.15,12.7,17.73,15.3,14.91,11.37,16.18,13.75,17.44,13.35,17.98,15.28,10.2,11.53,11,13.35,12.8,11.09,11.15,13.05,11.11,9.97,11.08,12.49,12.82,12.9,9.15,14.43,12.62,11.8,11.35,15.63,16,18,15.46,17.28,18.49,13.85,11.95,15.4,9.71,12.33,10.63,14.15,14.51,15.36,17.74,16.62,19.39,13.8,11.32,11.39,11.12,11.66,12.6,10.55,10.41,17.26,17.22,13.94,18.4,16.57,14.07,11.92,12.1,11.05,17,24.32,28.76,31.05,24.43,14.4,..,13.69,11.1,18.69,23,22.78,23,17.15,18,18.15,..,22.12,18.6,18,18,18,18,18.23,17.53,15.14,15.28,12.83,11.2,22.25,26.64,22,16.75,12.09,11,12.3,16.02,20,22,21.26,19.58,13.42,13.19,13,13.6,13.27,14.68,16.05,18.6,17.03,15.37,16.14,19.67,17.33,15
..REGION II (CAGAYAN VALLEY),Ampalaya [Bitter gourd],24.09,18.85,14.91,17.74,23.24,27.27,23.81,21.64,13.98,27.21,63.02,42.36,34.77,28.02,25.55,23.29,26.81,33.21,28.41,26.78,35.41,70.43,45.35,34.5,35.04,26.32,23.46,22.61,20.7,27.06,27.5,43.92,40.48,41.19,34.73,25.91,40.05,28.07,27.44,25.23,27.21,34.54,25.37,23.31,29.01,37.89,50.47,41.5,44.07,27.36,22,20.43,19.5,29.64,31.67,33.14,24.32,26.35,25.45,35.58,48.03,37.36,32.81,26.33,23.38,27.15,46.73,45.24,33.14,38.29,63.72,48.16,59.79,35.49,27.83,22.66,29.66,35.68,34.04,38.49,39.29,43.76,79.17,59.95,51,26.45,20.12,21.34,22.53,37.56,36.46,36.5,38.17,46.59,55.44,58.87,63.46,47.93,39.51,25.85,34.05,49.07,58.14,62.3,59.33,61.08,62,..,43.25,36.85,24.6,30.78,32.59,45.13,42.66,37.57,45.19,43.24,58.54,72.17,52.47,39.39,..,36.7,33.82,40.32,26.13,23.76,30.74,43.06,114.44,127.22,104.3,53.2,31.38,38.36,23.35,34.25,34.78,56.46,41.35,60.5,41.99,46.3,50.65,46.69,39.5,40.38,53.68,47.64,41.16,41.62,50.32,65.04,81.08,69.89
..REGION II (CAGAYAN VALLEY),Ampalaya [Bitter gourd] Native Variety,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.29,28.4,27.25,23.4,14.18,23.83,28.58,16.53,14.62,18.93,25.15,31.55,42.98,32.05,30.64,13.78,9.6,14.33,35.24,31.23,15.71,26.82,37.25,37.82,67.53,32.8,17.88,10.05,9.53,11.44,18.18,21.44,14.62,22.33,60,43.33,49.38,31.88,18.33,15.38,11.56,29.75,28,32.6,30.28,25.33,39.56,63.38,58.56,56.25,41.33,23.4,29.9,39,51.11,61.11,55,30,77.11,..,51.44,38.13,22.63,19.83,15.84,26.15,28.47,20.69,39.38,39.7,56.5,63.11,49.84,53.13,..,31.76,31.38,18.13,23.38,23.53,..,30.84,109.75,111.4,94.5,50.5,30.78,27.02,26.88,28.78,24.78,40.11,24.22,..,34.11,42.11,58.38,48.5,..,33.75,46.67,47.89,44.38,36.44,24.33,39.25,71.33,59.67
..REGION II (CAGAYAN VALLEY),Chayote,14.35,14.8,15.21,15.1,14.48,15.27,10.78,10.16,8.17,11.09,18.54,16.88,11.77,9.98,8.59,8.73,10.96,13.15,14.94,10.86,13.94,28.81,17.85,11.83,10.28,9.1,8.4,7.73,8.88,9.77,10.56,24.51,31.76,15.8,10.97,14.28,13.71,10.55,8.63,9.21,8.83,8.51,8.22,10.57,19.85,14.56,13.74,12.63,10.71,9.12,10.51,20.63,11.51,9.52,9.52,11.87,12.09,14.13,9.9,9.39,10.95,9.59,8.69,10.72,10.47,9.36,18.59,30.18,17.41,13.86,34.14,24.66,22.18,11.28,10.07,12.47,17.98,17.13,12.9,10.68,20.35,18.59,37.07,24.49,15.26,11.27,8.53,10.49,10.84,12.85,12.03,17.41,15.32,12.7,14.59,15.4,17.97,13.84,12.33,12.46,15.67,22.58,27.1,30.29,43.42,39.22,22.08,..,24.04,22.59,17.03,20.72,22.36,15.7,13.72,16.98,25.59,16.62,13.01,14.27,11.54,11.23,..,26.39,25.1,17.11,13.49,13.5,13.62,14.2,33.42,29.66,19.41,16.73,11.71,16.44,15.38,20.73,21.47,34.26,27.1,16.83,20.6,22.34,20.78,14.42,9.48,14.83,14.96,19.04,17.64,17.92,19.49,21.43,29.67,26.19
..REGION II (CAGAYAN VALLEY),Cucumber,13.67,19.31,23.6,24.09,21.87,14.74,14.82,15.94,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.93,32,22.93,28.35,21.23,21.08,26.69,27,21.93,17,..,21.14,21.08,24.74,25.8,25.86,25.68,26.62,38.4,54.23,59.54,36,26.33,27.24,31.75,27.33,30.78,31.11,32.67,42.38,32.18,36.89,38.88,52.75,62.06,46,38.62,40.15,42.75,43,60,67,65,64
..REGION II (CAGAYAN VALLEY),"Eggplant long, purple",25.77,16.19,12.21,10.28,13,9.06,9.19,9.37,6.98,13.23,31.46,21.74,36.6,29.2,25.2,23.74,26.67,23.53,21.36,17,19.44,47.6,32.71,44.35,32.32,24.23,22.14,19.67,15.29,15.73,16.1,23.74,14.82,27.05,25.31,22.39,26.25,12.6,20.49,17.71,17.71,11.75,12.51,13.3,11.81,19.95,28.46,33.39,43.51,19.1,24.44,23.31,18.87,18.73,19.01,22.7,17.78,17.93,24.06,29.09,29.51,15.16,18.3,18.91,17.12,11.56,23.39,24.93,23.07,31.45,42.34,42.14,53.28,30.58,30.43,21.01,21.31,15.45,17.74,22.11,18.96,29.85,54.18,46.1,48.61,32.17,24.05,27.36,24.99,21.45,21.26,28.64,19.35,33.82,41.25,34.19,47.03,39.27,31.43,28.22,29.7,29.06,34.84,42.13,42.15,37.55,60.21,..,42.72,19.02,22.63,27.42,24.81,18.9,21.55,19.76,33.63,23.51,54.08,64.59,45.21,33.33,..,41.94,28.77,18.45,19.84,16.47,16.02,22.33,64.81,43.77,84.36,52.25,38.12,39.43,32.01,32.82,15.52,32.07,22.65,41.38,27.68,40.24,30.93,27.7,28.98,26.24,32.11,26.82,29,27.8,32.65,54.55,64,52.37
..REGION II (CAGAYAN VALLEY),"Eggplant native, round",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.02,21,29.63,24.76,20.31,18.9,21.9,22.4,17.27,17.64,26.88,28.38,18.58,12.03,19.82,19.71,19,8.44,35.24,19.45,15.71,25.62,34.7,29.16,37.83,17.35,17.88,17.78,18.22,13.2,22.75,13.16,11.51,24.7,45.67,34.11,37,22.75,19.44,23.75,30.33,20.38,15.88,28.5,14.73,24.78,22.36,33.75,37.44,39.38,38.56,24.48,38.5,30,33.56,41.11,37.65,34,66.33,..,55.11,24.88,29.38,35.63,25.71,22.13,19.91,25.58,40.15,18.54,58.75,55.78,47.07,43.5,..,42.4,36.95,15.93,17.87,14,..,26.82,60.69,46,72,52,49.89,48.33,33.38,29.22,10.49,38.22,19.56,..,27.89,35.67,42.5,20.2,..,28.38,29.44,31.89,36.5,31.56,36.89,45.38,56.22,39.44
..REGION II (CAGAYAN VALLEY),Jackfruit Green [Vegetable],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Okra,26.85,20.87,21.76,26.83,27.2,24.05,16.46,13.1,11.85,21.76,34.8,24.73,38.52,30.4,25.23,19.28,38.65,31.56,24.35,16.29,22.86,34.34,35.25,42.15,31.22,29.91,30.18,25.55,21.91,22.34,21.86,19.98,17.32,29.04,25.98,24.97,28.78,26.2,28.58,25.77,21.88,19.71,12.64,13.11,12.09,17.38,26.85,36,31.66,24.34,34.62,39.87,24.48,20.02,17.7,12.37,11.73,14.64,19.31,33.17,30.95,23.61,28.59,19.24,13.58,16.29,20.23,18.01,18.48,26.19,6.68,33.27,38.85,25.58,24.16,27.73,33.74,23.98,18.54,14.63,19.1,27.97,35.95,33.3,41.47,32.98,23.37,21.12,21.47,19.95,15.99,19.21,17.1,21.52,26.97,42.06,51.5,52.2,34.83,28.88,41.07,44.32,30.95,28.11,32.32,28.87,47.34,..,35.33,13.78,19.3,45.38,35.9,17.92,22.56,16.01,25.38,15.13,37.6,41.58,42.5,37.75,..,36.9,32.5,24.94,16.94,16.08,24.82,23.86,53.95,67.99,59.54,32.18,22.94,27.27,23.32,29.72,29.17,27.7,15.22,26.88,20.92,34.06,39.13,21.32,21.56,18.32,31.84,27.81,20.5,22.55,31.32,46.26,43.51,36.28
..REGION II (CAGAYAN VALLEY),"Patola [Dishrag gourd], native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Squash,15.09,13.75,9.26,11.53,12.59,12.46,12.82,12.37,9.22,10.17,13.65,14.25,16.78,15.81,12.35,9.91,12.24,12.71,14.97,16.5,17.79,24.78,20.33,14.44,13.7,10.06,8.4,7.88,9.31,11.79,12.24,14.36,16.07,15.68,16.45,14.46,15.79,14.24,10.78,12.09,11.38,8.78,7.96,8.29,8.07,10.76,12.56,17.35,16.18,12.93,10.08,13.57,11.68,11.58,13.36,16.43,14.27,14.06,11.56,10.2,12.1,12.32,11.42,12.37,14.32,13.34,14.62,19.33,14.96,12.03,15.35,16.65,19.66,17.05,11.12,9.49,12.26,14.79,18.31,17.69,16.33,16.12,20.17,22.07,21.81,15.79,13.52,10.51,14.22,14.98,15.98,17.47,21.78,21.69,19.38,19.31,22.9,22.97,17.54,16.45,17.92,20.26,29.91,27.91,21.59,15.97,17.5,..,19.41,16.94,14.71,21.05,22.89,19.12,17.75,16.97,17.07,16.97,18.3,19.28,17.06,15.05,..,16.92,17.15,16.02,13.92,13.28,13.95,13.8,19.45,24.88,63.14,43.8,28.06,23.6,14.47,16.98,20.85,29.22,20.32,15.3,16.48,16.14,16.45,14.26,13.64,14.15,17.4,19.32,19.57,23.59,20.14,21.65,24.14,25.83
..REGION II (CAGAYAN VALLEY),Tomato,18.58,6.99,6.89,8.72,12.77,24.93,36.97,52.63,38.09,16.97,28.04,50.09,34.64,22.96,11.12,7.76,10.45,16.16,27.98,29.08,34.34,49.24,63.57,35.92,22.63,10.74,15.67,30.42,41.38,32.17,18.47,19.23,30.95,34.16,23.87,10.62,14.98,14.84,8.82,8.6,18,39.13,54.1,46.72,32.25,26.96,27.7,22.95,20.75,10.07,6.15,8.21,11.21,11.84,17.01,27.67,32.95,34.08,26.88,13.73,20.39,11.61,9.66,11.35,14.38,22.18,31.12,25.21,17.39,27.13,57.4,65.5,37.89,21.35,7.78,7.43,15.69,17.68,27.56,23.56,34.13,32.34,26.61,35.3,22.29,16.33,11.59,17.95,19.27,12.94,10.77,16.23,30.7,44.19,35.03,18.48,15.99,14.99,23.17,24.42,14.08,30.49,47.25,52.74,48.23,17.85,24.13,..,17.68,19.68,9.62,10.82,27.82,32.93,34.06,25.01,35.55,21.67,17.58,24.66,20.54,20.14,..,25.64,19.97,8.9,16.51,32.39,47.31,54.89,70.17,86.36,67.62,30.48,12.9,11.63,11.14,21.12,45.18,50.18,29.93,23.68,20.45,21.93,20.4,23.98,37.26,56.94,48.51,28.01,16.81,23.64,43.88,56.48,55.63,48.78
..REGION II (CAGAYAN VALLEY),"Tomato, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
