Geolocation,Commodity,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December
..REGION II (CAGAYAN VALLEY),Tanigue [Spanish mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Tilapia,82.73,81.55,79.31,83.15,83.3,84.85,84.42,90.66,93.31,94.02,95.9,107.19,108.68,105.11,98.83,102.46,93.95,93.95,93.05,92.69,93.71,97.84,98.71,104.65,100.72,101.12,101.11,103.26,99.12,98.18,98.29,98.23,96.8,100.29,100.56,99.6,101.02,100.1,99.82,99.38,97.89,91.65,89.83,89.28,98.86,99.03,103.31,106.46,106.32,102.35,96.05,93.74,95.46,88.2,88.63,96.72,106.85,109.43,109.5,109.36,111.15,109.5,..,108,99.15,105.69,111.71,115.85,116.15,116.62,116,117.23,111.15,101.43,100.5,99.6,97.86,107.23,108.62,114,111.54,113.08,114,114,107.23,109.83,107.86,105,105,105,105,105,105,105,105,105,105,106.14,107,107,107,107,107,..,104,104,104,..,104,105.83,104,104,103,102,102,112,102,102,106.62,109.46,115,115,..,114,114,117,114.86,112,112,112,112,114.54,113,111.13,107.64,107.67,105.5,105.44,109.33,108,107.11,105.13,104.52,109.69,108.65,105.5,106.2,104.7,108.62,101,106.25,107,110,113.5,127,123.44
..REGION II (CAGAYAN VALLEY),Tulingan [Frigate tuna],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,109.8,112.31,112,113,110,108.83,109.82,108.87,110.29,116.67,114.22,115.33,119,..,110,111.83,112.77,114.92,118,105.45,84.18,100.88,109.23,100.89,115.71,103.03,92.2,98.38,112.67,108.69,105.25,..,..,..,..,..,..,88,..,..,89.5,90.77,90.31,82.5,65,96.67,69.64,..,90,114.46,123.33,104.62,110,110,..,110,115,100,..,118.75,119.33,105.54,97.33,..,..,..,..,..,..,..,174,116.86,146,..,154,114.67,93.27,114.14,..,..,..,212,190,156,121,125.56,131.78,124.13,113.11,116,123.78,120.67,116.25,114.6,115.78,107,103.25,103,110,116.89,134,173,176,164.89,156,..,..
..REGION II (CAGAYAN VALLEY),White Shrimp,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),Alumahan [Indian mackerel],96.6,91.54,86.57,88.17,83.43,82.73,83.82,85.06,81.08,94.29,97,94.88,92.57,94.64,98.18,95.19,95,108.13,95.26,105.53,97.68,95.52,87.43,97.93,105,94.74,102.24,99.33,103.13,114.31,100,101.43,129.38,115.71,98.57,128.75,114.29,110,126.36,105.71,94,93.33,100,98.33,100,104,105.71,108,107.5,110,112,110,110,98.57,103.85,102,95,110,100,108.75,147.14,150,150,110,114,98.33,103.33,102,95.56,112.31,131.9,123.96,130,154.44,134.31,136.8,142.12,134.44,124.35,134.17,138.33,134.05,140.56,164.62,169.71,186.15,178.97,187.24,176.36,166.1,154.41,160.93,160.76,167.69,..,193.24,206.79,201.36,190.79,149.78,171.56,198.75,202.41,186,..,168.97,157.25,166.21,202.08,180.67,205.75,160.64,150.71,192.33,153.64,180.77,140,130,180.62,215.46,208,183,182.85,188.38,193.08,186,197.17,168.18,200.42,207.78,..,..,274.87,286.67,257.62,230,210,190.97,181.9,198.33,184.62,188.33,176.67,184.87,190,192.42,202.31,204.1,215.38,202.56,..,181.28,202.05,211.79,210.56,225.9
..REGION III (CENTRAL LUZON),Bangus [Milkfish],93.45,92.25,83.06,90.17,85.13,83.6,86.31,90.98,83.54,83.62,91.56,94.66,89.58,86.93,86.51,89.81,84.68,75.17,77.53,82.35,80.41,86.78,93.61,97.11,93.14,97.82,106.28,98.5,91.19,97.86,95.67,98.88,107.38,105.97,95.4,99.87,105.9,105.09,100.04,98.12,96.56,97.45,91.85,93.88,94.11,94.04,98.75,102.71,103.39,99.88,105.5,104.22,102.95,97.75,93.6,101.19,99.32,88.97,98.1,96.94,99.34,94.5,101.39,102.65,104.24,104.79,105.41,104.83,101.89,101.91,122.44,101.83,93.25,98.38,106.78,97.91,96.16,99.15,96.63,98.69,103.17,99.35,102.54,108.14,103.05,103.29,100.84,111.95,109.63,107.65,113.41,107.84,107.35,92.04,108.86,116.7,114.39,111.69,107,117.07,98.58,107.97,112.83,122.05,119.61,149.02,157.03,159.25,147.56,141.89,129.11,129.53,126.69,119.17,120.89,116.91,130.88,134.95,146.63,143.77,139.1,127.69,130.61,123.55,128.56,125.66,123.4,119.93,120.68,77.78,128.8,126.82,142.13,147.38,144.25,140.68,141.18,139.27,139.05,146.3,143.5,115.59,141.43,147.65,150.45,157.26,149.2,147.06,144.23,125.67,149.72,149.55,..,151.13,146.7,157.47
..REGION III (CENTRAL LUZON),Bisugo [Threadfin bream],85.48,80.12,77.78,90.04,73.05,79.65,78.72,73.34,76.15,79.5,70.44,80.43,80.03,81.24,80.87,87.81,88.24,89.17,87.28,90.77,83.43,84.08,90.02,89.27,90.04,84.5,82.86,91.24,80.86,92.19,90.52,87.75,113.29,108.04,95.34,100.63,99.59,99.07,102.1,95.44,100,102.38,93.67,89.31,97.15,95.5,94.63,98.63,96.81,95.13,92.69,95.45,97.12,89.17,91.58,95.79,91.23,99.89,92.29,98.75,113.6,122.15,125,99.2,104.09,101.28,97.95,102.5,96.19,110.17,121.53,118.82,113.77,139.64,144.29,135.92,140,135.6,141.24,148.89,135.49,133.44,140.75,153.88,154.73,154.74,139.56,142.79,145.26,156.9,142.61,152.94,164.71,168.2,165.56,188.7,201.22,187.15,185.01,174.96,176.76,160.75,211.45,197.98,227.25,196.15,201.37,206.67,226.8,239.77,206.97,227.94,199.4,219.08,197.21,204.93,201.66,202.7,212.25,239.92,243.39,218.96,211,193.36,206.07,209.87,223.85,190.95,197.93,226.06,262.94,254.87,290.15,310.56,305.59,306.82,276.89,252.04,259.11,252.94,241.44,258.44,252.2,250.16,260.05,262.65,277.92,286.54,286.56,275.09,234,248.76,275.64,251.98,255.33,255.06
..REGION III (CENTRAL LUZON),"Crab, Alimasag [Blue crab]",70.13,62.38,55.67,95.56,69.5,94,97.11,85.78,86.67,77.5,72.33,81.67,71.86,79,73.1,79.75,74.89,86.22,107,91.67,82.11,82.89,88.22,80,68.22,71.25,70.67,82.5,66.8,79.88,66,74.44,80,67.56,82.22,75.5,85.5,85.5,70,66.88,69.89,81,74.67,71.11,77.5,76,77.25,77.25,71.11,65,75.88,70.89,68.89,65,64.17,72.25,74,75.56,70,73.75,74.67,80,81.11,78.78,70,77.33,80,70,80.22,75.95,..,79.78,77.75,80.38,84.4,76,68.5,70,89.5,81.78,93.6,89.5,93.25,110,89.11,87,88.67,97.5,81.11,78.89,63.25,56.8,59.6,64.48,75.67,98.5,110.11,117.63,119.63,126.88,125.2,132,146.22,131.89,132.25,153.46,177.37,149.06,110.73,95.29,88.06,99.88,97.62,132.17,121.25,134.72,122.26,120,133.6,141.03,149.26,145.38,126.92,101.11,81.82,83.33,101.71,116.88,109.29,112.25,129.67,110.4,113.75,121,116.22,115,116.5,114.17,149.13,154.81,144.62,149.17,198.89,224.52,184.25,136.88,128,124,131.11,134,138,137.78,..,139.75,137.44,130.78
..REGION III (CENTRAL LUZON),"Dalagang-Bukid, bilog [Caesio]",76,86.25,71.78,72.5,100,95,74.44,76.11,107.5,91.25,85,104.13,81,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),"Dalagang-Bukid, lapad [Caesio]",..,..,..,..,..,..,..,..,..,..,..,..,..,117.95,133.91,135.56,122.75,121.75,131.9,122.49,115.78,121.22,114.18,113,112.6,113.5,121.22,112.4,107.33,107.25,104.33,114,113.22,110.78,105,116.67,118.75,119.33,122,118.89,118.75,116.78,121.33,121.78,120.5,119.63,..,123.22,125.75,120.75,121.4,122,122.78,122.11,121.67,121.22,125.51,135.75,121.56,119.22,123,144.14,139.22,125.14,125,128.75,123.38,123.6,123.56,123.89,130.22,156.13,137.93,160.98,165.18,242.22,257.64,251.45,256.27,256.67,253.83,251.9,223.65,267.22,254.2,231.5,240.93,241.07,257.53,236.68,227.49,243.28,241,..,212.75,227.43,206,203.71,203.9,199.75,..,237.63,240.33,244.13,244.33,243.91,237.88,239.2,224.5,283,274.22,250.78,264.75,231.33,246.22,253.75,243.25,247.75,257.88,234.67,227.75,228,274,211.2,278.44,274.33,245.5,225.96,228.83,..,284.45,281.75,312.4,315.14,302.44,306.5,301.67,297.75,284.98,297.44,293.08,..,285.53,303.57,299.32,319.29,315.25,322.56,318.67,..,295.29,297,..,292.46,279,293.07
..REGION III (CENTRAL LUZON),Dilis [Anchovies],68.08,63.5,64,64.38,65,65,..,..,62.5,72,68.33,76.67,73.33,70.36,70.86,70.67,76.47,..,71.5,74.67,62.73,76.86,71.92,75.22,64,59.2,66.52,74.58,66.96,77.08,75,65,80,76.92,67.5,77.5,80,86.67,76.15,80,80,80,80,70,74.44,68,68,78,61.25,70.5,74.17,72,68,67.5,68.89,67.5,70.91,74.29,62.86,65.71,95,92.5,80,70,66,67.5,72.5,67.5,62.22,78.15,78.81,92.92,79.17,91.05,70.44,75,90.47,90,73.75,88.89,78.53,97.46,67.33,71.15,84.88,98.4,84.1,84.81,76.81,82.64,100.27,58.44,89.05,47.77,58,58.09,91.19,81.42,94.31,52,66.44,85.5,94.83,92.4,..,67.96,104.94,91.58,88,75.22,93.92,58.89,57.77,67.98,63.57,100,87.5,67.08,90.31,90.23,83.23,55.5,51.62,56.62,79.69,76.15,75.33,72.25,66.5,69.23,84.9,91,105.69,113.5,90.5,78,70.25,89.83,112.86,93.77,101.23,113.67,94.92,96.69,103,90,89.42,85.62,98,98.31,..,89.23,76.8,88.77,91.33,106.92
..REGION III (CENTRAL LUZON),Espada [Hairtail],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),Galunggong [Roundscad],77.27,71.43,69.11,78.08,68.2,75.74,66.62,64,69.57,76.12,83.88,85.07,84.79,83.49,90.18,86.28,84.47,85.01,83.3,89.88,86.92,92.82,86.99,86.25,96.41,88.75,93.57,88,87.21,91.79,91.65,100.34,102.53,102.22,90.52,96.24,104.07,101.56,91.75,99.91,95.42,95.46,90.97,92.17,96.92,96.14,99.08,108.5,103.53,99.25,96.67,92.65,100,98.14,97.07,92.28,94.42,97.42,86.22,94.26,112.5,109.79,115.36,92.57,101.14,97.25,98.44,92.29,96.09,105.82,103.9,99.96,108.28,114.31,110.95,103.34,108.2,101.73,110.62,112.8,112.61,121.91,120.52,121.1,122.44,115.4,105.09,113.77,109.2,106.8,115.06,127.3,117.96,127.82,111.5,128.33,126.68,133.61,125.32,118.8,107.83,129.55,125.97,127.3,117.09,131.5,138.27,141.22,156.74,150.63,144.43,131.03,132.56,125.87,129.27,138.47,136.94,135.86,143.71,178.45,174.2,164.07,154.54,134.73,142.89,132.2,137.94,126.9,144.19,181.54,189.17,176.82,188.74,194.42,176.33,156.79,140.56,135.04,150.2,156.31,152.11,164.71,151.11,145.09,158.66,153.86,153.04,169.33,172.16,171.33,166.38,142.71,131.77,168.89,157.73,160.43
..REGION III (CENTRAL LUZON),Hasa-hasa [Indo-Pacific mackerel],85.77,78.81,77.13,77.2,75.92,74.84,70.32,64.82,..,..,..,76.67,81.04,..,..,90.6,82.86,82.86,81.88,91.67,77.65,84.19,79.05,84.62,85.79,81.88,80.74,79.33,88.1,90,95,..,120,116,95,113.75,103.33,111.82,118.89,106.25,104,110,100,100,101.43,100,100,105,107,100,95,108,95,95,100.77,103.33,92,112,94,105.71,142.5,148.33,153.33,110,104,95,100,103.33,92.5,107.03,113.15,110.24,128.89,142.35,129.17,149.17,142.22,103.33,123.18,147.5,118.33,134.72,108.92,143.33,151.25,160.71,154.47,142.86,143.02,141.19,141.03,133.77,147.73,148.61,..,164.14,195,170.57,145.76,139.57,146.58,177.65,161.29,165.29,..,145.44,151.71,139.55,209.46,170.58,180,190.26,180.95,173.59,163.21,185.38,190,186.15,237.69,268.46,266.15,215,187.82,195.9,201.79,194.36,177.14,160.83,190.42,201.11,..,..,..,..,..,..,..,186.94,175,..,203.33,..,..,..,..,200.61,218.33,204.76,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),Kalaso [Lizard fish],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),Lapu-lapu [Grouper],..,..,..,..,..,..,..,..,..,..,..,..,..,170,191.11,185,191.11,..,..,..,192,177.78,200,193.85,200,..,191.43,178.67,183.33,200,200,200,277.78,276.92,246.67,265,235.45,237.14,238.75,237.14,192.5,190,256,241.67,242,206,195,200,197,198.33,204,200,204,190,205,244,247.5,244.29,208,217.5,282.86,278.57,250,200,202.5,185,206.67,244,248,252.56,259.36,266.33,253.67,264.21,213,214.23,256.06,232,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),"Lapu-lapu [Grouper], other than red species",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,258.61,270,270.56,292.67,271.05,312.31,400,341.11,348.89,296.88,300,331.82,340.38,316.82,301.67,300.13,..,422.22,416.88,378.89,361.11,364.29,348,406.67,..,366.67,..,339.55,407.14,407.14,407.11,363.25,312.75,406.15,442.86,503.85,439.29,450,450,456.15,450,466.92,468.46,450,460,452.56,458.46,460.51,453.89,420,445,461.28,467.67,471.94,477.44,488.33,460.71,456.94,455.83,446.39,465.9,..,465.38,460,454.62,463.85,465.83,473.03,476.15,471.03,479.23,456.67,..,415.9,443.85,458.33,461.67,476.15
..REGION III (CENTRAL LUZON),Matang-baka [Big-eyed scad],90.15,88.3,86.7,86.68,86.08,83.46,84.43,82.34,80.73,88.23,85.72,89.86,87.72,88.67,94.53,93.25,93.83,91.67,93.28,95.22,89.44,88.57,90.03,90.63,85.97,89.86,93.44,84.03,95,97,96.25,..,111.76,108.33,97.5,116.67,103.33,105.56,120,108.33,112.5,120,105,101.67,101.67,112.5,103.33,102,118,112,104,110,104,100,102.31,103.33,95,108.33,92,107.14,140,142.5,157.14,113.33,110,100,102,103.33,98,111.67,110.67,118.96,125.83,142.93,134.73,112.5,125.67,93.19,107.92,119.24,115.71,119.44,115,132.38,151.79,154.48,148.38,141.54,130,105.11,134.55,132.9,126.39,129.24,..,160,172.22,172.07,175.63,127.2,115.69,143.79,145.43,154.72,..,141.31,141.9,153.42,189.15,187.67,175.75,151.14,140.79,133.62,137.86,133.08,137.27,133.85,171.38,194.46,181.85,156,151.85,150.31,154.77,146.38,173.67,165.19,188.33,201.28,206.67,..,228.1,254.17,215.24,185.28,180.83,157.64,179.49,189.74,189.23,188.33,169.36,181.28,188.33,193.94,215.28,203.59,210,195.9,..,177.18,205.9,207.95,208.33,238.21
..REGION III (CENTRAL LUZON),Pusit [Squid],181.61,178.1,159.74,169.8,166.82,125.11,117.78,106.22,131.11,132.38,133.01,148.13,131.39,144.97,146.24,154.23,148.11,152.61,135.13,139.89,146.39,144.28,142,148.49,150.06,143.21,145.17,147.84,151.51,147.63,147.78,140,164.25,150.45,147.11,144.38,152.92,154.38,151.38,148.06,153.45,146.46,155.56,156.33,153.38,159.1,161.5,162,169.59,163.2,167,159.31,162.67,155.71,159.67,155.91,154.53,153.62,162.5,156.11,170.64,166.67,182,155.5,167.5,155.84,161.67,160.06,158.34,150.85,129.85,132.22,152.15,215.74,201.77,173.49,208.17,190.47,181.66,208.78,191.77,185.09,194.47,220.74,241.06,218.38,216.23,215.09,235.63,252.65,201.95,224.38,230.42,237.09,180.97,253.5,299.34,310.36,280.68,274.01,268.19,304,299.08,273.35,291.88,304.87,306.87,295.48,214.83,185.21,181.72,203.96,220.58,227.33,314.58,301.74,235.5,232.16,241.11,204.21,234.19,204.72,166.28,174.8,150.06,166.96,209.06,193.07,199.35,228.51,229.78,238.22,276.28,277.98,236.22,218.56,202.81,200.84,216.37,304.55,218.49,222.71,222.72,238.18,226.06,205.91,203.59,200.54,206.76,220.65,308.5,225.94,157.38,235.5,234.59,259.13
..REGION III (CENTRAL LUZON),Salay-salay [Crevalle],..,..,..,..,..,80.41,83.84,79.67,79.25,105.74,97.5,99,91.93,95.22,98.71,95.8,101.67,101.88,98.33,99.23,95.91,93.48,93.68,98.85,108.1,103.23,104.07,98.57,105.52,103.68,108,102.5,128,125,105,125,114,111.82,123.33,108.75,113.33,120,105,100,101.67,104,110,111.67,119.17,103.75,108.33,108,108.33,96.67,101.11,105,96,112.5,96.67,105,141.25,145,155,105,113.33,96.67,100,103.33,94.29,95.77,123.28,131.33,141.85,175,166,137.5,151,120,151.82,162.5,156.67,140.33,145.16,169.41,171.25,176.21,177.82,171.76,169.17,162.97,153.67,158.25,161.25,179.7,..,193.33,222.86,202.94,197.41,161.11,191.25,204.23,201.18,202.73,..,180.29,196.36,208,230.15,192.58,191.15,188.06,185.56,198.77,186.79,183.08,157.5,132.69,183.38,204.31,203.69,194,183.38,183.97,182,191.43,207.5,205.56,188.89,186.67,..,..,..,..,..,..,..,177.64,173.33,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),Sapsap [Slipmouth],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48,56.88,56,53.33,55,58.75,54.55,54.44,52.5,52.5,56.67,50,50,50,57.5,56,60,60,67.5,65,55,65,50,54.29,50,47.27,52.5,47.14,52.5,61.67,65,62.5,52.86,66.67,50,56.67,50,48,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),"Shrimp, Suaje [Endeavor prawn]",262.75,232,206.89,211.78,247.5,277.78,296.22,256.89,233.33,225,203.11,322.22,241.25,325,285,260,261.33,270,268.75,256.67,293.75,231.79,265.56,284.17,267.11,254,256.44,263.5,248.4,206.5,261.11,281.11,236.63,237.22,212,222.16,260,239.54,248.13,228.32,234.78,222.5,199.29,214.39,232.63,242.25,256.25,256.25,288.89,294.29,280,291.11,250,250,280.21,290,270,246.67,297.5,290,256.67,225,250,281.25,272.5,270.22,295.56,298.5,283.33,226.19,..,255.33,280,288.25,274.8,265,288.75,277.11,260,303.78,267.2,250.5,247,273.11,258.44,254.25,251.78,306.13,246,273,251.25,276,292,292.89,300.44,308,332.89,378.25,379.38,374.75,350.5,296.5,341,340.78,333.5,291.78,334.44,353.5,308.06,330,322.31,374.75,350.5,381.25,344.8,336.96,333.33,388.08,405.26,400,438.46,406.82,383.33,357.41,368.33,369.55,433.33,351.94,348.29,374.87,408.21,393.33,429.44,391.71,394.06,401.94,391.82,418.33,414.8,420.95,394.76,401.6,405,425.17,408,394.75,396,393.5,394,394.89,394.5,396,..,394.25,395.33,396.44
..REGION III (CENTRAL LUZON),"Shrimp, Sugpo [Tiger prawn]",393.2,410.63,316.67,348.96,373.13,409.52,376.11,361.11,389.86,352,373.22,354.74,405.88,370.99,402.29,367.16,372.41,364.5,391.13,386.6,357.39,342.14,391.06,393.75,315.42,367.07,381.71,381.35,337.01,342,310.61,343.17,307.17,336.25,307.67,340.78,377.21,389.32,380.57,374.45,374.25,393.22,355.56,346.39,342.82,368.57,347.38,360.47,425.71,390.32,417.65,415.63,403.06,399.84,386.45,391.88,388.22,393.68,421.11,412.78,397.34,378.79,436.5,427.5,433.61,441.57,430.18,448.45,442.72,403.14,397.22,419.56,431.09,410.75,376.82,395.85,373.58,379.99,379.25,380.34,382.58,372.38,365.57,406.39,386.52,376.57,372.44,384.57,367.65,363.73,379.51,376.84,383.44,391.67,376.09,381.8,380.78,390.44,387.07,378.44,426,412.19,398.11,401.51,422.35,466.39,522.6,586.26,628.31,639.4,633.22,663.92,669.65,604.15,641.89,610.13,596.88,595.34,577.31,649.76,596.34,452.58,476,425.92,403.96,415.22,524.92,537.39,573.35,566.67,597.97,658.1,668.94,614.81,561.07,552.39,547.75,543.03,546.26,543.81,506.4,450.4,567.3,607.97,638.77,631.02,563.07,562.74,548.78,427.11,547.28,554.95,..,557.13,569.55,625.98
..REGION III (CENTRAL LUZON),Talakitok [Cavalla],147.27,145,151.73,148.5,146.9,137.41,139,113.93,123.83,132.42,122.56,144.68,142.5,131.15,139.23,142.42,149.52,151.58,120.65,133.89,140.96,134.38,139.46,153.75,153.87,136.76,141.38,134.86,136.59,150.56,146,..,147.22,163.64,140,150.83,162,168.33,162.5,172,167.5,150,171.67,168.57,167.14,186,191.67,184,185,181.67,194,156,196,158,177.5,168.33,151.11,160,154.29,162.5,206.67,206.67,225,151.43,205,155,180,156.36,151.11,177.31,179.21,168.13,191.67,230.6,193.33,152.67,192.61,188.68,177.5,177.86,164.17,183.33,165.43,198,228.57,205.76,196.33,221,212.89,208.57,206.76,191.11,188.72,211.03,..,223.45,267.43,254.57,237.19,217.35,226.67,284.52,248.21,230,..,198.16,227.63,214.86,248.08,253.08,277.66,260.77,250,237.69,251.43,243.08,247.5,256.15,250,265.9,270,257.5,256.41,242.82,254.36,206.67,186.43,231.94,253.89,263.85,..,..,279.39,340.83,369.7,373.61,365.83,296.94,279.87,301.03,300.77,298.33,269.74,272.44,282.5,298.48,314.17,301.03,305.9,298.72,..,253.85,272.05,277.44,271.67,287.82
..REGION III (CENTRAL LUZON),Tambakol [Yellowfin tuna],81.38,70.76,76.67,79.13,77.89,70.08,74.63,62.5,69.3,79.92,81.85,87.59,87.94,79.67,85.64,..,92.03,97.5,85.17,94.46,95,92.44,87.37,92.23,113.2,..,106.67,110,110,103.46,75,..,98.5,114.81,100,106.67,119,113.85,103.33,111.11,111.67,110,100,97.86,103.13,106,105,102,95,104,110,112.5,116.67,108,114,100,103.75,116.25,93.33,112.22,138.57,135,144.29,118.33,125,108,118.33,100,103.75,94.74,95,109,128.06,142.52,132.82,138.68,138.89,110,117.56,122.18,103.75,117.36,97.27,128.13,162.29,161.54,156.86,172.16,176.05,168.78,144.57,130,127.82,122.69,..,136.89,172.57,172.5,184.44,154.88,167.57,185,169.75,157.22,..,124.51,135.36,157.73,201.54,178.42,178.38,139.66,130.86,169.85,149.29,134.62,147.5,151.62,186.46,228,228.31,165,165.38,175.54,180.92,163.08,148.83,95.5,121.5,154.77,177.17,189.23,227.54,259,257.07,223.67,163,134.67,152.46,165.92,161.69,174.31,144.77,150.15,165.5,163.27,179.54,193.23,201.23,188.62,..,140,152.85,158.31,134.17,136.15
