Geolocation,Commodity,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December
..REGION I (ILOCOS REGION),"Banana Latundan, ripe*",1.32,1.44,2.09,1.99,2.09,2.09,2.41,2.81,2.56,2.69,2.06,2.41,2.13,2.24,2.63,2.13,2.25,2.21,2.46,1.84,2.02,2,2.2,1.79,1.95,2.05,1.82,1.84,1.81,1.84,2.12,1.81,1.81,1.81,1.83,1.75,1.72,1.79,1.8,1.83,1.81,1.75,1.8,1.77,2.34,2.1,2.14,2.15,22.41,22.55,21.6,22.15,20.77,21.05,21.37,21.82,21.57,21.63,26.09,21.87,23.02,22,22.2,21.38,19.9,22.17,22.14,21.6,24.46,40,22.25,23.57,24.9,32.8,29.13,23.06,26.07,23,24.9,23.52,22.17,22.55,25.72,25.63,23.55,25.62,27.19,26.28,22.55,21.23,21.1,22.76,21.46,21.91,24.06,24.22,21.6,23.1,25.47,22.4,23.57,21.6,21,20.82,23.15,23.8,27.06,..,23.05,36.9,33,33,37,33,36.08,37,43,..,42,43,43.5,37.08,37,37,32.38,34.8,37.96,37.83,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,35,30,30,32,32,30.43,30.38,31.69,33.38,30.27,29.97,28.53,28.08,27.58,27.85,27.06,27.63,27.82,29.9,28.9
..REGION I (ILOCOS REGION),"Banana Saba, ripe*",1.07,1.22,1.2,1.2,1.15,1.23,1.29,1.43,1.2,1.28,1.27,1.45,1.25,1.26,1.4,1.4,1.2,1.28,1.29,1.35,1.45,1.4,1.51,1.62,1.65,1.7,1.6,1.6,1.6,1.6,1.66,1.55,1.6,1.6,1.6,1.52,1.6,1.42,1.5,1.6,1.5,1.94,1.4,1.65,1.95,2.08,2.29,1.73,17.5,19.35,19.25,17.97,13.5,12.9,16.42,20.69,17.92,17.54,17.38,..,18.72,14.6,15.5,18.42,17.98,18.88,18.85,17.93,19.2,18.08,18.7,17.97,19.5,21,18.95,21.88,24.53,20.37,20.48,20.83,19.93,20.75,21.25,21.71,20.7,24.7,25.03,23.96,24.38,20.04,19.65,19.6,20.63,20.14,23.98,23.52,23.89,22.8,22.07,23.8,23.89,22.69,21.6,20.89,21.9,23.8,24.31,..,24.4,26.64,25.65,24.6,28,32,32,32,34,..,35.08,32,31.5,26.2,26.8,26.8,18.68,19.1,20.7,21.1,21.59,23.4,23.6,23.8,23.8,23.8,23.69,22.6,19.4,19,19.09,18.8,19,21.58,20.92,17.41,15.62,16.52,17.17,17.37,17.55,17.25,17.54,17.69,17.87,17.15,16.67,16.43
..REGION I (ILOCOS REGION),"Banana Saba, Green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Calamansi,27.93,33.2,28.98,28.83,39.61,28.66,28.83,28.54,19.17,15,14,28.92,27.24,30.77,48.84,53.21,33.01,49,51.13,27.91,15.52,22.82,36.3,38.8,37.22,37.09,33.06,54,45.69,21.52,18.8,17.75,11,11,23.3,51,33.5,45.08,38.07,35.17,32.29,48.67,27.2,14.97,12.2,18.05,15.35,42.09,51.55,37.4,43,41.16,33.22,33.3,30.1,21.2,15.65,16.29,22.75,42,20.8,20.85,28.68,31.22,34.94,40.9,34.55,23.67,12.55,16.84,15.93,31.31,38.65,57,40.08,33.63,40.67,44.8,28,21.06,19.01,18.6,24.74,30.73,31.7,43.48,27.31,33,..,44.57,34.12,27.43,15.51,17.11,22.22,30.08,28.25,62.58,67.33,64.3,58.85,68.6,28.77,26.2,22,21.15,52.14,..,27.54,29,33.92,39.73,49.46,58,23,23,18.85,..,29.62,49.25,39,32.83,32,37.23,32.15,33.58,33.26,33.72,28,25.46,27.5,33.57,37.75,54.75,41.23,44.29,50,44.23,34.62,25.31,27.06,25.75,40.83,46.84,42.98,31.58,46.07,54.25,47,49.23,38.08,34.57,31.74,36.15,50.58,56.64
..REGION I (ILOCOS REGION),Mandarin Szinkom,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"Mango Carabao, green",36.65,33.72,27.77,34.48,24.69,23.83,..,..,..,..,..,..,..,25.43,22.61,21.2,27.22,24,28.33,..,..,..,..,..,31.39,33.14,33.11,33.75,34.6,27.38,28.48,..,..,..,39.13,37.52,32.32,24.76,24.8,25.96,..,..,..,..,52.4,38.07,34.46,39,34.9,30.55,26.65,27.08,22.31,22.6,27.35,43.67,48.23,43.18,54.73,43.63,34.63,35,30.74,29.07,20.9,19.67,27.4,33.86,..,..,75,56.51,69,3.46,46.82,34.14,36.8,22.67,28.44,38.45,46.67,51.67,51,68.43,70.33,48.3,48.13,65,66.77,46.5,..,..,48,54.16,64.23,75.31,76.12,67.5,67.53,..,75.31,86.67,87.5,..,..,..,77.3,..,68.97,98.6,80,80,76,45.5,..,..,..,..,..,113.75,96.67,94,94,94,33.98,31.67,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"Mango Carabao, ripe",..,..,..,..,..,..,..,..,..,..,..,..,..,25.8,..,22.51,23.67,..,..,..,..,..,58.69,52.87,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.3,30.5,29.3,40,..,..,..,65.59,68.27,38.27,33.1,34.55,28.22,27.55,30,..,..,55,..,..,..,..,36.27,32.5,24.29,19.67,..,40,..,..,..,..,..,..,39.85,34.14,31.5,22.67,..,..,..,..,..,..,..,..,68.33,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,115.17,..,167.5,116.33,93.33,88,88,42.85,37,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Muskmelon*,20.11,17.53,..,..,..,..,..,..,..,..,28.55,20.55,..,20.84,23.62,..,..,..,..,..,..,..,..,..,19.23,21.37,24.68,22.11,18.89,22.24,..,..,..,..,22.2,22.5,17.76,18.42,16.95,16.64,..,..,17.1,18.8,..,23,18.87,20.27,18.7,11.2,17.1,16.27,16.11,18.1,14.47,18,17.78,17.6,22.24,20.13,18.27,17.95,18.5,..,..,21.95,..,..,18.25,..,..,25.48,..,18.6,22.27,24.32,23.33,19.18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Papaya Hawaiian*,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.43,25.63,26.83,28.72,28.34,26.61,28.55,28.37,28.43,27.7,28.14,27.47,27.93,28.59,28.43,28.05,25.4,28.09,27.55,27.6,27.25,27,28.62,28.8,26.71,28.8,27,28.83,28.37,..,27.14,33.9,33,33,33,33,33,33,27.5,..,28,28,28,28,28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Pineapple Hawaiian*,21.57,16.4,14.4,15.06,13.43,13.6,17.1,..,..,..,..,..,..,22.24,25.3,..,..,..,..,..,..,..,..,..,22.32,21.93,22.12,25.03,20.5,17.86,..,..,..,18.4,..,21.87,20.76,..,..,..,..,..,19.93,18.43,..,22.9,17.33,22.03,18.54,13.18,16.9,17.55,15.73,19.05,18.11,20.08,20.4,19.55,20.4,20.57,20,21.27,23.15,16.98,14.12,21.83,18.15,20.53,..,..,23,22.5,21.39,29.39,21.71,29.03,22.47,21.4,19.17,23.14,22.86,15,..,25.43,23.35,21.58,18.6,25.2,25.35,27.79,23.75,22.91,23.94,20.95,23,26.77,24.77,26.6,27.2,27.8,21.51,26.6,23.25,23,24,25.15,23,..,26.29,36.9,32,33,33,33,37,37,37,..,..,38,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Watermelon*,48.6,48.55,42.62,50.71,57.48,70.33,39.57,34.53,40.49,40.49,50,43.37,38.15,40.53,50.9,35.67,33.28,45,46.67,..,..,..,65.55,64.64,42.9,36.4,50.23,57.33,51.96,53.18,38.42,51.67,..,..,59,53.1,31.74,35.5,45.4,44.53,38.43,32.65,34.07,..,55,75,54.5,51.92,60.36,51.36,57,26.72,19.4,19.15,20.8,20.2,19,..,..,24.13,26.44,19.65,22.43,33.82,18.88,18.98,..,19.36,..,18.4,27.93,33.87,28.7,26.35,27.73,23.12,38.93,15.2,12.48,..,..,..,11.15,28.1,12.15,27,25.13,30.85,31.63,40.89,43.75,..,..,..,..,36.36,16.56,21.25,22,..,39.75,..,..,..,48.18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.5,24,26.2,13.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),"Banana Bungulan, ripe*",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),"Banana Lakatan, ripe*",2.15,2.33,2,2.27,1.88,1.78,1.91,2.3,2.2,2.38,2.52,2.59,2.82,2.69,2.47,2.28,2.66,2.57,2.57,2.19,2.23,2.56,2.67,2.35,2.55,1.97,2.66,2.23,2.43,2.23,2.45,2.43,2.45,2.6,2.6,2.6,2.6,2.6,2.6,2.57,2.63,2.47,2.3,2.51,2.51,2.75,3.06,3.17,53.23,57.42,56,50,51.46,40.85,47.23,53,46.46,50.29,49,47,47,42.5,39.77,33.77,37.38,33.23,41.57,43,40.31,45.85,47.15,54.15,56.54,57.85,58.5,51.23,50.92,47.85,39.69,48.09,46.92,50.23,51.21,55.69,61.31,53.67,51.64,52,52.14,47.62,38.85,30,29.2,29.2,29.2,28.84,38,45.03,39.46,37,37,37,25,..,25,30.71,52,..,48.92,47,45.08,42,47,47,60.36,55.18,35.31,35,32.05,30.42,30,30,..,42,42,41.35,43.46,47,47,47,39.2,39.2,42,42,41.33,40.22,40.5,41.78,40,39.56,37.33,37.63,38.14,39.02,39.5,38.8,38.84,38,35.13,36.05,37.7,38,37.78,37,36.78,36.93
..REGION II (CAGAYAN VALLEY),"Banana Latundan, ripe*",1.49,1.09,1.29,1.29,1.18,1.25,1.4,1.47,1.37,1.51,1.5,1.57,1.91,1.75,1.46,1.52,1.46,1.42,1.45,1.41,1.44,1.56,1.56,1.54,1.57,1.43,1.91,1.6,1.59,1.46,1.63,1.61,1.66,1.6,1.6,1.6,1.71,1.6,1.94,1.6,1.63,1.55,1.43,1.57,1.54,1.6,1.6,1.62,32.31,30.58,28.08,31.69,30.46,22.69,26.34,30.77,27.62,28.43,24.17,28.5,32.15,29.25,26.15,25.92,25.28,22.85,26.71,25.85,26.92,29.54,28.77,29.92,31.54,31.31,31.75,31.92,36,27.69,26.23,31.64,31.46,30.85,30.14,33.92,31.46,30.25,32.5,29.5,30,23.31,22.77,18,13,13,13,13,19.2,18.89,15.46,15,15,15,15,..,15,17.86,20,..,24.31,27,25.08,22,22,22,22,22,17.62,15.58,17,17,17,17,..,34.03,35.8,29.02,27.83,33.8,33.8,33.8,27,27,27,27,26,26.22,28,26.89,22,21.56,19.73,21.55,23.2,23.2,21.7,23.8,22.36,23.1,22.6,22.7,34.25,33.8,33.62,33,32.29,29.47
..REGION II (CAGAYAN VALLEY),"Banana Saba, ripe*",1.05,0.99,1.29,0.94,0.94,0.92,0.94,1.19,1.06,1.2,1.25,1.24,1.4,1.58,1.4,1.35,1.15,1.55,1.29,1.1,1.23,1.51,1.31,1.35,1.55,1.28,1.6,1.51,1.33,1.15,1.52,0.98,1.55,1.6,1.6,1.6,1.49,1.53,1.46,1.57,1.51,1.49,1.26,1.46,1.48,1.51,1.6,1.6,14.4,14.4,14.4,15.37,15.23,13.98,14.26,15.51,16.89,18,17.92,17.47,19.23,14.12,15.06,17.26,13.28,13.9,14.09,16.22,16.08,16.18,14.62,17.62,16.17,17.92,16.83,17.43,18.62,15.29,15.35,20.56,22.38,20.92,20.04,26.42,29.38,32.83,34.64,30.58,30,25.23,22,22,21.58,22,20.33,22,18,17,15.88,15,15,10.68,10.8,..,10.8,15.5,20,..,20,20,19.17,20.86,20.8,22,22.29,22,18.15,16.5,18,18,18,17,..,24.78,24.2,21.2,24.71,21.2,21.2,21.2,19.2,16.2,19.2,19.2,17,15.44,19.88,19,18,17.33,14.73,15.5,16.8,15.6,14.5,16.2,15.24,14.6,11.6,14.2,13.9,13.8,13.62,13,12.87,13
..REGION II (CAGAYAN VALLEY),"Banana Saba, Green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.22,7.48,7.3,9.75,9.07,7.65,8.22,8.65,9.86,10,10.8,9.03,9.18,9.25,9.78,8.98,9.65,8.27,7.73,10,10.22,10.62,9.6,9.84,11.28,12.78,14.52,15.5,10.89,10.87,12.98,15.16,13.31,12.08,14.47,15,17.25,19.43,20,19.2,16.78,16,16.65,21.2,20,20,13.96,11.85,11.49,14.63,11.51,13.53,14.7,12.28,15.44,15,16,18.22,..,..,29.77,31.38,29.85,29.85,29.91,27.3,25.69,28.4,21.5,22.24,25.1,20,15.56,18.8,..,20.64,21.55,19.91,22.36,24,..,21.16,23.3,19.08,16.35,18.65,18.18,18.27,13.88,12.73,14.58,15.78,16.73,..,13.98,16.67,11.78,10.75,..,9.58,10.82,9.91,9.35,9.67,8.44,9.55,10.13,10.22
..REGION II (CAGAYAN VALLEY),Calamansi,29.71,36.75,39.12,38.3,42.94,33.94,26.03,32.71,15.1,13.75,14.52,29.74,29.41,27.76,48.57,56.83,54.3,36.72,34.75,25.3,15.8,19.57,28.4,38.92,53.41,35.51,40.77,70,43.35,35.63,22.24,20.73,11.95,13.32,22.31,46.94,48.41,51.43,39.45,38.8,41.02,33.74,21.82,12.99,8.06,12.04,18.22,46.33,56.82,47.24,48.75,52.01,46.98,30.95,23.23,17.93,16.13,13.13,15.88,24.02,19.23,30.11,43.45,37.85,45.35,39.84,28.53,22.6,12.58,15.18,13.07,27.23,40.5,52.22,46,43.68,42.71,39.48,33.32,25.85,17.05,15.69,22.9,25.46,42.78,47.26,28.28,35.8,54.32,44.31,28.5,24.35,15.16,16.34,23.79,27.4,28.02,72.28,67.22,57.91,51.94,38.34,32.64,31,23.74,17.33,28.82,..,37.8,28.42,36.55,67.71,70.03,44.73,35.89,26.28,14.42,14.9,19.09,43.13,44.55,33.77,..,60.56,42.74,32.84,29.02,24.74,23.57,15.12,21.03,24.13,40.84,75.29,79,66.68,70.83,62.46,32.39,37.04,35.39,18.78,23.33,27.13,32.41,63.18,79.8,69.95,59.98,56.93,48.77,39.14,32.62,34.06,37.73,42.95
..REGION II (CAGAYAN VALLEY),Mandarin Szinkom,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),"Mango Carabao, green",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),"Mango Carabao, ripe",68,..,37.32,..,22.92,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.89,52.31,59.54,29.62,24.49,56.5,..,..,95,..,69,71.51,65.8,68,44.46,37.38,35.77,..,89.46,94.67,119.8,127.08,124.15,109.08,67.92,66.08,59.88,46.92,41.62,44,95,112.31,150,117.29,130.92,112.31,64.67,60.71,62,53.57,60.92,63.38,88,88,108,123.67,130,110,91.43,88,88,58.62,44,50.74,..,92.5,110,112.46,..,92.92,78.58,45.54,51.85,50.43,31.78,39.86,67.86,73,140.44,137.38,104,70.5,57,..,57,53.54,47.85,56.29,65.62,74.23,75,70,75.72,134,131,132,134.67,54.38,43.67,62.33,79.67,89.78,99.25,105.6,156.89,127.5,117.5,99,72.5,56.6,60,77,88.67,132.6,171.5,178,174.67
..REGION II (CAGAYAN VALLEY),Muskmelon*,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Papaya Hawaiian*,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Pineapple Hawaiian*,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.54,34.54,24.92,22.36,..,..,..,48,..,..,..,..,..,41.3,23.17,25,..,..,..,..,..,..,..,..,35.89,32.31,30.38,29.8,35.75,43.58,..,27,18,..,..,..,55.33,51.69,25.54,17.08,..,..,..,..,..,..,40,40,40,27.32,26.2,..,..,..,..,..,..,..,29.38,33.46,32,38,37.86,50.92,..,..,..,84,..,..,..,52.38,52,42,35.64,37.69,51.38,51.38,..,..,70,..,..,..,38.5,30.11,23.67,32.33,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Watermelon*,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.71,86,84.29,86,86,86,86,87.23,92.36,86.5,..,54.92,47.15,56.69,56.29,57.38,71.38,75.92,75,..,92,93.5,89.33,71.09,66.88,67.56,78,78.22,81.78,93,85.9,93.56,89.88,81,62,57.63,58,55,60.75,66.89,69.33,77.13,78.36,84.67
..REGION III (CENTRAL LUZON),"Banana Bungulan, ripe*",1.21,1.13,1.16,1.27,1.09,1.12,1.12,1.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),"Banana Lakatan, ripe*",1.88,1.88,2,2,2,2,1.83,2,1.69,1.78,1.96,2.22,1.75,3.97,4.12,2.7,2.82,3.18,2.36,2.84,2.18,2.64,2.45,2.64,2.76,2.64,2.75,2.4,2.11,2.18,2.24,2.27,2.78,2.33,2.29,2.29,2.35,2.37,2.4,2.38,2.28,2.27,2.33,2.29,2.4,2.58,2.38,2.47,44.51,44.67,46.88,46.78,45.33,43.75,45.56,47.78,44.02,41.33,47.14,47.11,47,47.33,46.75,47.63,47.89,46.33,53.67,51.75,48,48.4,45.88,43.18,42.18,44.65,42.02,44.82,50.84,51.24,46.16,49.56,50.29,51.98,51.13,53.84,52,47.31,48.91,45.97,52.67,47.5,47.28,49.71,48.78,..,48.38,48.34,48.58,50.35,50.64,48.33,..,45.31,51.38,52.24,53.9,51.8,52.42,53.23,52.8,51.4,52.16,51.83,51.8,54.38,57.09,57.93,57.48,58.4,58.4,58.33,56.51,56.28,62.25,71.8,61.6,68.2,77.71,71.17,67.89,..,66.47,71.58,74.73,66.1,68.44,67.8,64.95,64.67,58.36,58.22,56.4,..,53.69,58.4,61.9,57.23,57.24,56.91,56.84,..,57.36,55.47,..,54.55,52.18,53.6
..REGION III (CENTRAL LUZON),"Banana Latundan, ripe*",1.41,1.3,1.5,1.5,1.5,1.5,1.43,1.5,1.34,1.38,1.49,1.72,1.38,2.01,2.11,2,1.93,1.89,1.76,2.07,1.69,2,1.9,1.98,2.09,2,2.03,1.83,1.64,1.73,1.71,1.73,2.1,1.87,1.89,1.82,1.83,1.77,1.83,1.73,1.7,1.7,1.8,1.82,1.98,2.02,1.84,1.93,30.56,32.22,33.88,31.67,30.71,30.63,29.62,29.91,33.64,29.93,27.8,30.53,28.7,27.88,29.25,28.08,28.36,26.69,28.96,29.03,28.44,28.4,28.63,31.38,30.76,32.4,32.8,37.16,37.38,37.44,36.64,37.42,37.24,37.29,37.2,40.16,38.36,36.63,36.87,36.66,36.51,35.55,36.7,37.71,39.04,..,37.1,39.71,38.73,37.55,38.03,39.13,..,32.91,43.47,44.84,45.5,44.33,44.91,46.63,45.29,44.43,44.71,44.75,44.13,44.63,46.67,47.56,45.25,43.73,46.33,46.24,44.78,45.53,47.5,48.4,43.73,45.8,47.29,41.03,40.2,..,43.98,46.02,49.64,47.05,46.13,45.45,45.48,45.24,42.89,42.62,40.89,..,41.24,43.2,41.8,43.75,40.53,41.6,41.6,..,41,38.76,..,36.55,38.38,36.23
..REGION III (CENTRAL LUZON),"Banana Saba, ripe*",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
